PPN; EPN; Jahr; Titel+Zusatz; Verfasser; Ort+Verlag; Umfang; Basisklassifikation; Schlagwort; ExKommentar4802; Schlagwort6800; Abrufzeichen8600; Signatur; Standort; URL588846694; 3979452271; 1933; Opisanie karty lensko-chatanskogo kraja po materialam Jakutskoj Ėkspedicii Akademii nauk SSSR; nan; Leningrad : Vsesojuznyj arktičeskij Institut [u.a.]; 1 Band (186 Seiten); nan; nan; nan; nan; nan; 4'@Kart. D 3281; 1:KTA; nan
1696969174; 3646588969; 1931; Karta Aziatsskoj časti S.S.S.R; nan; Moskva : Izdanie Giprogora RSFSR; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2357; 1:KTA; nan
1748629247; 3858587214; 1868; [Karte des General-Gouvernements Turkestan]; nan; [St. Petersburg]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3641; 1:KTA; nan
1844077659; 431725400X; 1866; Der Mittellauf des Syr (Iaxartes); nan; Berlin : D. Reimer; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3537; 4:KTA; nan
1797129295; 4108051718; 1866; Karta južnoj časti ostrova Sarhalina; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3420; 1:KTA; nan
1797129295; 4108052579; 1866; Karta južnoj časti ostrova Sarhalina; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3420<a>; 1:KTA; nan
1737617994; 3791519433; 1866; Karta Aziâtskoj Rossii : sostavlena po novejšim svedenâm generalʹnago štaba podpolkovnikom Ilʹinym; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; [Sankt-Peterburg] : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 2260; 1:KTA; nan
1049356276; 1849737118; 1866; Der Mittellauf des Syr (Iaxartes); nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3536; 1:KTA; nan
1737639599; 3791601415; 1865; Karta Kirgizskoj stepi : (Oblastej : Orenburgskih i Sibirskih Kirgizov, Semipalatinskoj i Turkestanskoj) s pograničnymi častâmi Sredne-Aziâtskih vladenij; nan; Sankt-Peterburg : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 3220; 1:KTA; nan
1700601040; 3687342190; 1865; Karta Aziatskoj Rossii; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2251; 1:KTA; nan
170060094X; 3687341984; 1865; Karta Aziatskoj Rossii; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2250; 1:KTA; nan
1802497137; 4135926053; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-7; 1:KTA; nan
1802496963; 413592574X; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-6; 1:KTA; nan
1802496882; 4135925553; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-5; 1:KTA; nan
1802496793; 4135925340; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-4; 1:KTA; nan
1802496637; 4135925006; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-3; 1:KTA; nan
1802496483; 4135924700; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-2; 1:KTA; nan
1802496297; 4135924328; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-1; 1:KTA; nan
1794913645; 4080881487; 1864; Die russische Telegraphenlinie durch Sibirien; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2240; 1:KTA!; nan
177962087X; 4008368930; 1864; Karta rěčnych oblastej Amura; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; Karten; nan; nan; nan; nan; nan; Kart. D 2530; 1:KTA; nan
1738628914; 3802099079; 1864; Carte des régions Sémiretschinsk et Transilienne dans l'Asie centrale : d'après les dernièrs travaux de M.Mrs. Séménof, Véniukof et Golubef; Malte-Brun, Victor Adolphe *1816-1889* ; ID: gnd/116716134; [Paris] : Société de géographie; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3450; 1:KTA; nan
1738628914; 3802101774; 1864; Carte des régions Sémiretschinsk et Transilienne dans l'Asie centrale : d'après les dernièrs travaux de M.Mrs. Séménof, Véniukof et Golubef; Malte-Brun, Victor Adolphe *1816-1889* ; ID: gnd/116716134; [Paris] : Société de géographie; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3451; 4:KTA; nan
173761815X; 3791519883; 1864; Karta Aziâtskoj Rossii : sostavlena po novejšim svedenâm generalʹnago štaba podpolkovnikom Ilʹinym; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; [Sankt-Peterburg] : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 2259; 1:KTA; nan
1746316772; 3846231908; 1863; Itinéraire de la côte mérdionale de la Mer Caspienne; nan; nan; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3106; 4:KTA; nan
1700594117; 3687326926; 1862; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3719; 1:KTA; nan
1700594001; 3687326748; 1862; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 3718; 1:KTA; nan
1700600222; 3687340325; 1860; Karta Azìâtskoj Rossìi; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2254; 1:KTA; nan
1700600222; 3687340333; 1860; Karta Azìâtskoj Rossìi; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2254<a>; 1:KTA; nan
1698329121; 3667364431; 1860; Karta okruga vnurtrennich' Kirgizov' Semipolatinskoj oblasti; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3210; 1:KTA; nan
860999548; 391813704X; 1860; Karte des Kossogol-Beckens und eines Theiles von Trans-Baikalien : nach Permikin's Forschungen und anderen authentischen russischen Quellen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2716; 1:KTA; nan
1747759058; 3849897567; 1859; Ostrov' Čeleken' : Kaspïiskago Morja : vostočn. ber. : po s'emke i promeru 1859 g.; nan; [Russsland?]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3595; 1:KTA; nan
1745808043; 3843405131; 1859; Karta rečnoj oblasti Amura ... [Carte fluviale de la province de l'Amour]; nan; [S.l.] : Lith. de la section de topographie militaire; 1 flle; nan; nan; nan; nan; nan; Kart. D 2523; 1:KTA; nan
1703307453; 3694703063; 1859; Plan der Castries Bay nahe der Amur Mündung; nan; Berlin : Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2780; 1:KTA; nan
609075888; 3993755049; 1859; Karten-Atlas zu Dr. A. v. Middendorff's Reise in den äussersten Norden und Osten Sibiriens; nan; St. Petersburg : Buchdr. der Kaiserlichen Akademie der Wissenschaften; 1 Atlas (18 Blätter); nan; nan; nan; nan; nan; 2'@Kart. D 3367; 1:KTA; nan
1782349103; 4020831297; 1858; Karte des Amur-Landes : nach den neuesten Quellen und mit Benutzung der Angaben von L. v. Schrenck und C. Maximovicz; Samochwaloff, S.; St. Petersburg : K. Akademie der Wissenschaften; 1 carte; nan; nan; nan; nan; nan; Kart. D 2520; 1:KTA; nan
1779620047; 4008366814; 1858; Flussgebiet des Witim in Ost-Sibirien : nach Schwarz astronomischer Expedition; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3730; 1:KTA; nan
860998525; 3918129489; 1858; Karte vom Russisch-Chinesischen Grenzgebiet am Balkhasch-See und Issyk-Kul; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2760; 1:KTA; nan
860998703; 3918158942; 1857; Karte eines Theils von Trans-Baikalien nach den neuesten russischen Quellen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2710; 1:KTA; nan
860998681; 3918155528; 1857; Physikalische Karte des Amur-Stromes : nach den neuesten russischen Berichten; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2508; 1:KTA; nan
1756271534; 3918776107; 1856; Skizze von West-Sibirien : Dichtigkeit der Bevölkerung im Jahre 1851; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 2 Karten auf 1 Blatt; nan; nan; nan; nan; nan; Kart. D 3710; 1:KTA; nan
1727956168; 3743477378; 1856; Der östlichste Russisch-Chines. Grenzbezirk im Tungusenlande : nach v. Middendorf's Karte mit Berichtigung durch die in den Jahren 1849-53 durch L. Schwarz astronomisch bestimmten Positionen; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3630; 1:KTA; nan
1726741524; 373795173X; 1856; Übersicht der in der Umgebung des Baikal Sees : von L. Schwarz im Jahre 1849 astronomisch bestimmten Positionen; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2696; 1:KTA; nan
1695549686; 3628501288; 1856; Karte vom untern Laufe des Sir Darja : nach den neusten Aufnahmen des Capitain Lieutenants Iwaschtschinzoff 1854; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3530; 1:KTA; nan
860998460; 3918773051; 1856; Skizze vom untern Amur-Lande nebst Umgebungen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2500; 1:KTA; nan
860998371; 3918773248; 1856; Skizze des Amur-Stromes : nach Peschtschuroff's astronomischen Messungen im J. 1855, und die russisch-chinesische Grenze vom J. 1659 - 1856; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2502; 1:KTA; nan
1049356632; 1849737754; 1853; Survey of the Sea of Aral; nan; London : John Murray; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2614; 4:KTA; nan
1670030954; 3497271675; 1852; Karte vom Aral-See und Chanat Chiwa nach; nan; Berlin; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2620; 1:KTA; nan
1670033724; 3497278327; 1851; Chanykows Karte vom Aral See u. Chiwa. Transkription der Namen aus dem russischen Original von H. Kiepert Decl. 1851; nan; [S.l.]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2622; 1:KTA; nan
1700593447; 3687325458; 1848; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte auf 2 Blättern; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3715; 4:KTA; nan
26592569X; 726680990; 1845; Denkschrift über den untern Lauf des Oxus zum Karabugas-Haff des Caspischen Meeres und über die Strombahn des Ochus, oder Tedshen der Neueren, zur Balkan-Bay : nebst einem Anhang merkwürdiger Nachrichten über die turanischen Länder, als Nachtrag der geographischen Analyse eines Versuchs zur Darst. des Aralo-Caspischen Gesenkes ; hiebei Basiner's Karte des Amu-Delta in Chiwa, eine Uebersichts-Karte des Laufes des Oxus und Ochus und Murawief's Karte des Chanates Chiwa und des Landes Turkomannen ; ein Sendschreiben an ... Alexander von Humboldt; Zimmermann, Carl *1813-1861* ; ID: gnd/116999497; Berlin : Reimer; VII, 184 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2430; 1:KTA; nan
140398066; 3421563055; 1845; nan; Čichačev, Petr A. *1808-1890* ; ID: gnd/11887117X; Paris : Gide; [Paris] : Lemercier; 19 Bl., Bl. 25 - 35; nan; nan; nan; nan; nan; Kart. D 2405; 1:KTA; nan
361182333; 593774590; 1837; Die Kirgisen-Steppe zwischen der Wolga und dem Ural : nebst angrenzenden Gegend; nan; Dorpat : C. A. Kluge; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 3175; 1:KTA; nan
1014302536; 1751650332; 1831; Karte der Kirgis-Kaisaken-Steppe; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3170; 1:KTA; nan
178705988X; 4043180659; 1825; General-Karte (nach Mercators Projection) einer während der Jahre 1820, -21, -22 u. -23 durch den Russisch-Kaiserlichen Flotte-Lieutenant Ferdinand Von Wrangel in dem nordöstlichen Theile Sibiriens u. auf dem Eismeere unternommenen Reise; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3362; 1:KTA; nan
1696127645; 3635000574; 1822; Carte des Limites entre la Russie, la Perse et la Turquie : dressée d'après les materiaux les plus authentiques; nan; nan; 1 Karte auf 5 Blätter; nan; nan; nan; nan; nan; Kart. D 3560; 1:KTA; nan
1002785499; 1720742855; 1800; Abzeichnung der gantzen Nord- und Ost-gegend von den Moscovischen grentzen durch Siberien biss zu dem grossen Reich Kitai sonst China; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2130; 1:KTA; nan
PPN; EPN; Jahr; Titel+Zusatz; Verfasser; Ort+Verlag; Umfang; Basisklassifikation; Schlagwort; ExKommentar4802; Schlagwort6800; Abrufzeichen8600; Signatur; Standort; URL588846694; 3979452271; 1933; Opisanie karty lensko-chatanskogo kraja po materialam Jakutskoj Ėkspedicii Akademii nauk SSSR; nan; Leningrad : Vsesojuznyj arktičeskij Institut [u.a.]; 1 Band (186 Seiten); nan; nan; nan; nan; nan; 4'@Kart. D 3281; 1:KTA; nan
1696969174; 3646588969; 1931; Karta Aziatsskoj časti S.S.S.R; nan; Moskva : Izdanie Giprogora RSFSR; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2357; 1:KTA; nan
1697279554; 3660660736; 1930; Karta Sibirskogo krai : administrativnaja$dkarta sostavlena i Vycherchena po noveĭshim materialam pod rykovodstvom Komissii Sibkraĭispolkoma v Sostave: A.A. Ansona [et al.]; nan; Omsk : Geokartproma; 1 map on 10 sheets; nan; nan; Revision IIIC 2020; nan; nan; Kart. D 2356; 4:KTA; nan
1697272193; 3660643963; 1930; Karta poleznych iskopaemych Kazakskoj ASSR i sopredel'nych rajonov; nan; [Moskva]; [Leningrad] : Geod. i Kartogr.; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3030; 1:KTA; nan
1686407076; 3572310903; 1930; Učebnaj︡a karta Sredne-aziatskoj časti SSSR; Учебная карта Средне-азиатской части СССР; Ermakov, V V; Ермаков, В В; Moskva : Gosudarstvennoe izdatelʹstvo; Москва : Государственное издательство; 1 map; nan; nan; Revision 2020 IIIC; nan; nan; Kart. D 2355; 4:KTA; nan
1067392645; 1868382524; 1930; Charbin; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-L,52<1930>; 1:KTA; nan
1067392122; 1868380629; 1930; St. Manʺčžurija; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-M,50<1930>; 1:KTA; nan
1067391924; 1868379876; 1930; Mergenʺ; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-M,51<1930>; 1:KTA; nan
1067376984; 1868259420; 1930; Ruchlovo; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,51<1930>; 1:KTA; nan
1067376801; 1868258831; 1930; Zeja; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,52<1930>; 1:KTA; nan
1067376666; 1868257657; 1930; Udskaja Guba; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,53<1930>; 1:KTA; nan
1783573414; 4026648214; 1929; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2347; 1:KTA; nan
1067392920; 186838313X; 1929; Vladivostok; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-K,52<1929>; 1:KTA; nan
1067392343; 1868381269; 1929; Ostrov Chokkajdo : [Iesso]; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-L,54<1929>; 1:KTA; nan
106739186X; 1868379752; 1929; Blagovešensk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-M,52<1929>; 1:KTA; nan
1067391703; 1868378160; 1929; Chabarovsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-M,53<1929>; 1:KTA; nan
1067378790; 1868273733; 1929; Aleksandrovsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-M,54<1929>; 1:KTA; nan
1067375872; 1868252590; 1929; Narym; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-O,44<1929>; 1:KTA; nan
1035274329; 181719559X; 1929; Karta aziatskoj časti SSSR : s alfavitnym ukazatelem naselennych mest; nan; Moskva u.a : Gosudarstvennoe Izd; 1 Kt.; nan; nan; Revision IIIC 2018; nan; nan; Kart. D 2353; 4:KTA; nan
1035274329; 1817195603; 1929; Karta aziatskoj časti SSSR : s alfavitnym ukazatelem naselennych mest; nan; Moskva u.a : Gosudarstvennoe Izd; 1 Kt.; nan; nan; nan; nan; nan; 4'@Kart. D 2353; 1:KTA; nan
1742779093; 3825530035; 1928; Karta vulkanov Kamčatki : the maps of the Volcanoes of Kamtchatka; nan; Leningrad : Russkij geografičeskij obšestvo; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 2975; 1:KTA; nan
1742779093; 3825530043; 1928; Karta vulkanov Kamčatki : the maps of the Volcanoes of Kamtchatka; nan; Leningrad : Russkij geografičeskij obšestvo; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; 4'@Kart. D 2975; 1:KTA; nan
1742779093; 4274894002; 1928; Karta vulkanov Kamčatki : the maps of the Volcanoes of Kamtchatka; nan; Leningrad : Russkij geografičeskij obšestvo; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; 4'@Kart. D 2975<a>; 1:KTA; nan
1742779093; 4274894010; 1928; Karta vulkanov Kamčatki : the maps of the Volcanoes of Kamtchatka; nan; Leningrad : Russkij geografičeskij obšestvo; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; 4'@Kart. D 2975<b>; 1:KTA; nan
1067392777; 1868382877; 1928; Olʺga; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-K,53<1928>; 1:KTA; nan
1067392513; 1868382257; 1928; Iman; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-L,53<1928>; 1:KTA; nan
1067378316; 186826954X; 1928; Novosibirsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,44<1928>; 1:KTA; nan
1067378049; 1868267881; 1928; Kuznesk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,45<1928>; 1:KTA; nan
106737647X; 1868255964; 1928; Nikolaevsk na Amure; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,54<1928>; 1:KTA; nan
1067375775; 1868252388; 1928; Tomsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-O,45<1928>; 1:KTA; nan
1754965148; 3999977558; 1927; Russie d'Asie; nan; Paris VIIe : [Service Géographique de l'Armée]; 1 Karte auf 12 Blättern; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2336; 4:KTA; nan
1067378561; 186827148X; 1927; Omsk; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-N,43<1927>; 1:KTA; nan
1067375988; 1868253023; 1927; Tara; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2350-O,43<1927>; 1:KTA; nan
414561600; 3621202986; 1927; Materialy po gipsometrii Kazakstana; Kopylov, Nikolaj Antonovič; Leningrad : Akad. Nauk.; 66 S; nan; nan; nan; nan; nan; 8'@Kart. D 3224; 1:KTA; nan
1783573406; 4026648192; 1925; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2346; 1:KTA; nan
1738314936; 3671354127; 1925; Navigacionnaja karta r. Orchona : ot vladenija v r. Selengu do ust'ja r. Tol' 310 kilm. : masštab 200 metr. v. 10 m. m.; nan; Irkutsk : Gublit; 1 Atlas (12 Blätter); nan; nan; nan; nan; nan; 2'@Kart. D 3386; 1:KTA; nan
169901129X; 3675670929; 1925; Obzornaja karta avtonomnoj Jakutskoj sož. sov. respubliki; nan; [Moskva] : [Akad. Nauk S.S.S.R.]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2824; 1:KTA; nan
1696964415; 3646570792; 1925; Administrativnaja karta SSSR : Aziatskaja čast$dekonomičeskoe rajonirovanie po proektu gosplana; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2348; 1:KTA; nan
1032799439; 1812075588; 1925; Karta Aziatsskoj časti S.S.S.R; nan; Leningrad : Izdanie Gosudartsvennoj Kartografin; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2351; 1:KTA; nan
1700560263; 3687246280; 1924; Splavnaja karta R. Olekny : porožistaja častio R. Chani po R. Enjuka; nan; Irkutsk; 1 Band (2 Seiten, 11 Blätter); nan; nan; nan; nan; nan; Kart. D 3380; 1:KTA; nan
1698520255; 3668497613; 1924; Karta Altajskoj gubernii; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2412; 1:KTA; nan
1689315504; 3587962758; 1924; Navigacionnaja karta r. Aldana ot s. Ust'-Majskogo vverch 463 verstij; nan; Irkutsk : Gublit; 1 Atlas (12 Blätter); nan; nan; nan; nan; nan; 4'@Kart. D 2396; 1:KTA; nan
672532689; 127818385X; 1924; Karta Jakutskoj Avtonomnoj Socialističeskoj Sovetskoj Respubliki; nan; Lenigrad : Gublit; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2823; 1:KTA; nan
33608028X; 527545872; 1924; Karte des Ussurigebietes : [Reiseroute von Schkotow über den Dadjanschan zum Chanktasee im Jahre 1902 : Reisen im Sichote-alin bis zum Iman im Jahre 1906]; Jaeschke, C.; Berlin : Aug. Scherl; 2 Karten auf 1 Blatt; 74.21$jAsien$XGeographie; 240216997: Ussuri-Gebiet ; ID: gnd/4488454-0; 104913495: Reiseweg ; ID: gnd/4233933-9; nan; nan; nan; Kart. D 3679; 1:KTA; nan
33608028X; 1703698037; 1924; Karte des Ussurigebietes : [Reiseroute von Schkotow über den Dadjanschan zum Chanktasee im Jahre 1902 : Reisen im Sichote-alin bis zum Iman im Jahre 1906]; Jaeschke, C.; Berlin : Aug. Scherl; 2 Karten auf 1 Blatt; 74.21$jAsien$XGeographie; 240216997: Ussuri-Gebiet ; ID: gnd/4488454-0; 104913495: Reiseweg ; ID: gnd/4233933-9; nan; nan; nan; Kart. D 3679<a>; 1:KTA; nan
1797431811; 4111820549; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; Berlin : R. Hobbing; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2344; 1:KTA; nan
1797431579; 4111820166; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; [Berlin] : Kartogr. Büro d. Ausw. Amtes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2343<2>; 4:KTA; nan
179673196X; 4100863675; 1922; Das Gebiet der Sibirischen Bahnen; nan; [Erscheinungsort nicht ermittelbar] : Auswärtiges Amt, Kartogr. Büro; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2341; 1:KTA; nan
1796245674; 4097339745; 1922; Eisenbahnkarte des Asiatischen Russland; nan; [Erscheinungsort nicht ermittelbar] : Auswärtiges Amt, Abt. X Außenhandel; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2340; 1:KTA; nan
04334447X; 4111819737; 1922; Russisch-Asien, politische Gliederung : nach dem Stande vom 20. Mai 1922; nan; [Berlin] : Kartogr. Büro d. Ausw. Amtes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2343; 1:KTA; nan
1703171284; 3693667217; 1920; Ot s. Nikol'skogo do Ust'ja r. Vitima; nan; Irkutsk : Tipo-litografija Irkutskogo Rayonnogo Upravlenija Vodnym Transportom; 1 Band (32 Doppelblätter); nan; nan; nan; nan; nan; 4'@Kart. D 3280; 1:KTA; nan
1703171160; 3693666989; 1920; Ot s. Kačuga do s. Tutury̌; nan; Irkutsk : Tipo-litografija Irkutskogo Rayonnogo Upravlenija Vodnym Transportom; 1 Band (9 Doppelblätter); nan; nan; nan; nan; nan; 4'@Kart. D 3280; 1:KTA; nan
1779913435; 4010498110; 1919; Siberia; nan; New York : [American Geographical Society]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2337; 1:KTA; nan
1750545373; 388223685X; 1918; Sibirien mit europäischen u. asiatischen Gebieten Russlands; nan; Smíchov : V. Neubert; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2332; 4:KTA; nan
169860825X; 3668769516; 1918; G. Freytags Karte von Sibirien; nan; Wien : G. Freytag & Berndt; 1 Karte; nan; nan; nan; nan; nan; 8“@Kart. D 2330; 1:KTA; nan
1686449755; 3572830443; 1918; Eisenbahn-Übersichtsskizze des asiatischen Russland; nan; [Berlin?] : [Generalstab?]; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2334; 4:KTA; nan
069575339; 1720695318; 1918; Taschkent; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2295-4; 1:KTA; nan
